怪物编号	怪物名称	等级	兵种	兵种等级	技能	技能等级	战斗力	攻击	血量	物理防御	法术防御	闪避	暴击	命中	破招	格挡	刚毅	素材	神将	一级神将素材	专属技能
132145	万川谋士	89	4	10	5	10	38233	44638	49371	15877	15877	2225	2225	2225	2225	2225	2225	hero/xunyu.png	0		
132155	万川红颜	89	5	10	5	10	38233	44994	49371	15699	15699	2225	2225	2225	2225	2225	2225	hero/hongyan.png	0		
132215	万川刀兵	89	1	10	5	10	38297	46499	78374	19285	18664	2225	2225	2225	2225	2225	2225	hero/dao.png	0		
132225	万川枪兵	89	2	10	5	10	38297	44394	62122	17324	17324	2225	2225	2225	2225	2225	2225	hero/qiang.png	0		
132235	万川骑兵	89	3	10	5	10	38297	39094	62122	20891	20891	2225	2225	2225	2225	2225	2225	hero/qi.png	0		
132245	万川谋士	89	4	10	5	10	38297	44727	49371	15909	15909	2225	2225	2225	2225	2225	2225	hero/xunyu.png	0		
132255	万川红颜	89	5	10	5	10	38297	45084	49371	15730	15730	2225	2225	2225	2225	2225	2225	hero/hongyan.png	0		
132315	万川刀兵	89	1	10	5	10	38362	46592	78374	19324	18702	2225	2225	2225	2225	2225	2225	hero/dao.png	0		
132325	万川枪兵	89	2	10	5	10	38362	44482	62122	17358	17358	2225	2225	2225	2225	2225	2225	hero/qiang.png	0		
132335	夏侯霸	89	3	10	5	10	38362	39172	62122	20932	20932	2225	2225	2225	2225	2225	2225	hero/zhoutai.png	0		
132345	万川谋士	89	4	10	5	10	38362	44817	49371	15941	15941	2225	2225	2225	2225	2225	2225	hero/xunyu.png	0		
132355	万川红颜	89	5	10	5	10	38362	45174	49371	15762	15762	2225	2225	2225	2225	2225	2225	hero/hongyan.png	0		
132415	万川刀兵	89	1	10	5	10	38426	46684	78374	19362	18739	2225	2225	2225	2225	2225	2225	hero/dao.png	0		
132425	万川枪兵	89	2	10	5	10	38426	44571	62122	17393	17393	2225	2225	2225	2225	2225	2225	hero/qiang.png	0		
132435	刘谌	89	3	10	5	10	38426	39250	62122	20974	20974	2225	2225	2225	2225	2225	2225	hero/luxun.png	0		
132445	万川谋士	89	4	10	5	10	38426	44906	49371	15972	15972	2225	2225	2225	2225	2225	2225	hero/xunyu.png	0		
132455	万川红颜	89	5	10	5	10	38426	45264	49371	15793	15793	2225	2225	2225	2225	2225	2225	hero/hongyan.png	0		
132515	万川刀兵	89	1	10	5	10	38491	46777	78374	19401	18776	2225	2225	2225	2225	2225	2225	hero/dao.png	0		
132525	张辽	89	2	10	5	10	38491	44659	62122	17427	17427	2225	2225	2225	2225	2225	2225	hero/zhangliao.png	0		
132535	万川骑兵	89	3	10	5	10	38491	39328	62122	21016	21016	2225	2225	2225	2225	2225	2225	hero/zhangliao.png	0		
132545	万川谋士	89	4	10	5	10	38491	44995	49371	16004	16004	2225	2225	2225	2225	2225	2225	hero/xunyu.png	0		
132555	万川红颜	89	5	10	5	10	38491	45354	49371	15825	15825	2225	2225	2225	2225	2225	2225	hero/hongyan.png	0		
133115	乐进	90	1	10	5	10	39676	48159	81389	19956	19336	2250	2250	2250	2250	2250	2250	hero/weiyan.png	0		
133125	绝峰枪兵	90	2	10	5	10	39676	46102	64947	17976	17976	2250	2250	2250	2250	2250	2250	hero/qiang.png	0		
133135	绝峰骑兵	90	3	10	5	10	39676	40788	64947	21576	21576	2250	2250	2250	2250	2250	2250	hero/qi.png	0		
133145	绝峰谋士	90	4	10	5	10	39676	46494	53759	16562	16562	2250	2250	2250	2250	2250	2250	hero/xunyu.png	0		
133155	绝峰红颜	90	5	10	5	10	39676	46854	53759	16382	16382	2250	2250	2250	2250	2250	2250	hero/hongyan.png	0		
133215	绝峰刀兵	90	1	10	5	10	39743	48255	81389	19996	19375	2250	2250	2250	2250	2250	2250	hero/dao.png	0		
133225	绝峰枪兵	90	2	10	5	10	39743	46194	64947	18012	18012	2250	2250	2250	2250	2250	2250	hero/jiangwei.png	0		
133235	绝峰骑兵	90	3	10	5	10	39743	40870	64947	21619	21619	2250	2250	2250	2250	2250	2250	hero/qi.png	0		
133245	绝峰谋士	90	4	10	5	10	39743	46587	53759	16595	16595	2250	2250	2250	2250	2250	2250	hero/xunyu.png	0		
133255	绝峰红颜	90	5	10	5	10	39743	46948	53759	16415	16415	2250	2250	2250	2250	2250	2250	hero/hongyan.png	0		
133315	绝峰刀兵	90	1	10	5	10	39810	48352	81389	20036	19413	2250	2250	2250	2250	2250	2250	hero/dao.png	0		
133325	绝峰枪兵	90	2	10	5	10	39810	46286	64947	18048	18048	2250	2250	2250	2250	2250	2250	hero/qiang.png	0		
133335	绝峰骑兵	90	3	10	5	10	39810	40951	64947	21662	21662	2250	2250	2250	2250	2250	2250	hero/qi.png	0		
133345	绝峰谋士	90	4	10	5	10	39810	46680	53759	16628	16628	2250	2250	2250	2250	2250	2250	hero/xunyu.png	0		
133355	虞娥	90	5	10	5	10	39810	47041	53759	16448	16448	2250	2250	2250	2250	2250	2250	hero/sunshangxiang.png	0		
133415	绝峰刀兵	90	1	10	5	10	39877	48448	81389	20076	19452	2250	2250	2250	2250	2250	2250	hero/dao.png	0		
133425	绝峰枪兵	90	2	10	5	10	39877	46379	64947	18084	18084	2250	2250	2250	2250	2250	2250	hero/qiang.png	0		
133435	绝峰骑兵	90	3	10	5	10	39877	41033	64947	21705	21705	2250	2250	2250	2250	2250	2250	hero/qi.png	0		
133445	绝峰谋士	90	4	10	5	10	39877	46773	53759	16661	16661	2250	2250	2250	2250	2250	2250	hero/xunyu.png	0		
133455	绝峰红颜	90	5	10	5	10	39877	47135	53759	16480	16480	2250	2250	2250	2250	2250	2250	hero/hongyan.png	0		
133515	绝峰刀兵	90	1	10	5	10	39944	48544	81389	20116	19491	2250	2250	2250	2250	2250	2250	hero/dao.png	0		
133525	绝峰枪兵	90	2	10	5	10	39944	46471	64947	18120	18120	2250	2250	2250	2250	2250	2250	hero/qiang.png	0		
133535	刘淙	90	3	10	5	10	39944	41114	64947	21749	21749	2250	2250	2250	2250	2250	2250	hero/qi.png	0		
133545	绝峰谋士	90	4	10	5	10	39944	46866	53759	16694	16694	2250	2250	2250	2250	2250	2250	hero/xunyu.png	0		
133555	绝峰红颜	90	5	10	5	10	39944	47229	53759	16513	16513	2250	2250	2250	2250	2250	2250	hero/hongyan.png	0		
134115	大都刀兵	91	1	10	5	10	40306	48864	82936	20272	19652	2275	2275	2275	2275	2275	2275	hero/dao.png	0		
134125	大都枪兵	91	2	10	5	10	40306	46851	66304	18270	18270	2275	2275	2275	2275	2275	2275	hero/qiang.png	0		
134135	大都骑兵	91	3	10	5	10	40306	41514	66304	21910	21910	2275	2275	2275	2275	2275	2275	hero/qi.png	0		
134145	大都谋士	91	4	10	5	10	40306	47304	54926	16854	16854	2275	2275	2275	2275	2275	2275	hero/xunyu.png	0		
134155	大都红颜	91	5	10	5	10	40306	47668	54926	16672	16672	2275	2275	2275	2275	2275	2275	hero/hongyan.png	0		
134215	大都刀兵	91	1	10	5	10	40374	48962	82936	20313	19691	2275	2275	2275	2275	2275	2275	hero/dao.png	0		
134225	大都枪兵	91	2	10	5	10	40374	46945	66304	18307	18307	2275	2275	2275	2275	2275	2275	hero/qiang.png	0		
134235	大都骑兵	91	3	10	5	10	40374	41597	66304	21954	21954	2275	2275	2275	2275	2275	2275	hero/qi.png	0		
134245	大都谋士	91	4	10	5	10	40374	47399	54926	16888	16888	2275	2275	2275	2275	2275	2275	hero/xunyu.png	0		
134255	大都红颜	91	5	10	5	10	40374	47763	54926	16705	16705	2275	2275	2275	2275	2275	2275	hero/hongyan.png	0		
134315	大都刀兵	91	1	10	5	10	40442	49059	82936	20353	19731	2275	2275	2275	2275	2275	2275	hero/dao.png	0		
134325	大都枪兵	91	2	10	5	10	40442	47038	66304	18343	18343	2275	2275	2275	2275	2275	2275	hero/qiang.png	0		
134335	大都骑兵	91	3	10	5	10	40442	41680	66304	21998	21998	2275	2275	2275	2275	2275	2275	hero/qi.png	0		
134345	荀彧	91	4	10	5	10	40442	47493	54926	16921	16921	2275	2275	2275	2275	2275	2275	hero/xunyu.png	0		
134355	大都红颜	91	5	10	5	10	40442	47859	54926	16739	16739	2275	2275	2275	2275	2275	2275	hero/hongyan.png	0		
134415	大都刀兵	91	1	10	5	10	40510	49157	82936	20394	19770	2275	2275	2275	2275	2275	2275	hero/dao.png	0		
134425	马元义	91	2	10	5	10	40510	47132	66304	18380	18380	2275	2275	2275	2275	2275	2275	hero/yuanshu.png	0		
134435	大都骑兵	91	3	10	5	10	40510	41763	66304	22041	22041	2275	2275	2275	2275	2275	2275	hero/yuanshu.png	0		
134445	大都谋士	91	4	10	5	10	40510	47588	54926	16955	16955	2275	2275	2275	2275	2275	2275	hero/xunyu.png	0		
134455	大都红颜	91	5	10	5	10	40510	47954	54926	16772	16772	2275	2275	2275	2275	2275	2275	hero/hongyan.png	0		
134515	大都刀兵	91	1	10	5	10	40578	49255	82936	20434	19809	2275	2275	2275	2275	2275	2275	hero/dao.png	0		
134525	大都枪兵	91	2	10	5	10	40578	47226	66304	18416	18416	2275	2275	2275	2275	2275	2275	hero/qiang.png	0		
134535	大都骑兵	91	3	10	5	10	40578	41846	66304	22085	22085	2275	2275	2275	2275	2275	2275	hero/qi.png	0		
134545	大都谋士	91	4	10	5	10	40578	47682	54926	16989	16989	2275	2275	2275	2275	2275	2275	hero/xunyu.png	0		
134555	大都红颜	91	5	10	5	10	40578	48049	54926	16805	16805	2275	2275	2275	2275	2275	2275	hero/hongyan.png	0		
135015	大都刀兵	92	1	10	5	10	41221	49978	84500	20758	20133	2300	2300	2300	2300	2300	2300	hero/dao.png	0		
135025	大都枪兵	92	2	10	5	10	41221	47993	67679	18718	18718	2300	2300	2300	2300	2300	2300	hero/qiang.png	0		
135035	大都骑兵	92	3	10	5	10	41221	42591	67679	22427	22427	2300	2300	2300	2300	2300	2300	hero/qi.png	0		
135045	大都谋士	92	4	10	5	10	41221	48512	56111	17288	17288	2300	2300	2300	2300	2300	2300	hero/xunyu.png	0		
135055	大都红颜	92	5	10	5	10	41221	48883	56111	17103	17103	2300	2300	2300	2300	2300	2300	hero/hongyan.png	0		
141115	平岭刀兵	93	1	12	5	10	41595	50309	86082	20920	20300	2325	2325	2325	2325	2325	2325	hero/dao.png	0		
141125	平岭枪兵	93	2	12	5	10	41595	48384	69071	18874	18874	2325	2325	2325	2325	2325	2325	hero/qiang.png	0		
141135	平岭骑兵	93	3	12	5	10	41595	43005	69071	22594	22594	2325	2325	2325	2325	2325	2325	hero/qi.png	0		
141145	平岭谋士	93	4	12	5	10	41595	48963	57314	17454	17454	2325	2325	2325	2325	2325	2325	hero/xunyu.png	0		
141155	甄婉	93	5	12	5	10	41595	49335	57314	17268	17268	2325	2325	2325	2325	2325	2325	hero/xiaoqiao.png	0		
141215	平岭刀兵	93	1	12	5	10	41665	50410	86082	20962	20341	2325	2325	2325	2325	2325	2325	hero/dao.png	0		
141225	平岭枪兵	93	2	12	5	10	41665	48481	69071	18912	18912	2325	2325	2325	2325	2325	2325	hero/qiang.png	0		
141235	平岭骑兵	93	3	12	5	10	41665	43091	69071	22639	22639	2325	2325	2325	2325	2325	2325	hero/qi.png	0		
141245	平岭谋士	93	4	12	5	10	41665	49061	57314	17489	17489	2325	2325	2325	2325	2325	2325	hero/xunyu.png	0		
141255	平岭红颜	93	5	12	5	10	41665	49434	57314	17303	17303	2325	2325	2325	2325	2325	2325	hero/hongyan.png	0		
141315	平岭刀兵	93	1	12	5	10	41735	50510	86082	21004	20381	2325	2325	2325	2325	2325	2325	hero/dao.png	0		
141325	平岭枪兵	93	2	12	5	10	41735	48578	69071	18949	18949	2325	2325	2325	2325	2325	2325	hero/qiang.png	0		
141335	平岭骑兵	93	3	12	5	10	41735	43177	69071	22684	22684	2325	2325	2325	2325	2325	2325	hero/qi.png	0		
141345	贾诩	93	4	12	5	10	41735	49159	57314	17524	17524	2325	2325	2325	2325	2325	2325	hero/liubei.png	0		
141355	平岭红颜	93	5	12	5	10	41735	49532	57314	17337	17337	2325	2325	2325	2325	2325	2325	hero/hongyan.png	0		
141415	平岭刀兵	93	1	12	5	10	41805	50611	86082	21046	20422	2325	2325	2325	2325	2325	2325	hero/dao.png	0		
141425	平岭枪兵	93	2	12	5	10	41805	48674	69071	18987	18987	2325	2325	2325	2325	2325	2325	hero/qiang.png	0		
141435	平岭骑兵	93	3	12	5	10	41805	43263	69071	22730	22730	2325	2325	2325	2325	2325	2325	hero/qi.png	0		
141445	平岭谋士	93	4	12	5	10	41805	49257	57314	17559	17559	2325	2325	2325	2325	2325	2325	hero/xunyu.png	0		
141455	平岭红颜	93	5	12	5	10	41805	49631	57314	17372	17372	2325	2325	2325	2325	2325	2325	hero/hongyan.png	0		
141515	平岭刀兵	93	1	12	5	10	41875	50711	86082	21087	20462	2325	2325	2325	2325	2325	2325	hero/dao.png	0		
141525	平岭枪兵	93	2	12	5	10	41875	48771	69071	19025	19025	2325	2325	2325	2325	2325	2325	hero/qiang.png	0		
141535	平岭骑兵	93	3	12	5	10	41875	43349	69071	22775	22775	2325	2325	2325	2325	2325	2325	hero/qi.png	0		
141545	平岭谋士	93	4	12	5	10	41875	49355	57314	17594	17594	2325	2325	2325	2325	2325	2325	hero/xunyu.png	0		
141555	平岭红颜	93	5	12	5	10	41875	49730	57314	17406	17406	2325	2325	2325	2325	2325	2325	hero/hongyan.png	0		
142115	奉天刀兵	94	1	12	5	10	42255	51049	87682	21253	20633	2350	2350	2350	2350	2350	2350	hero/dao.png	0		
142125	奉天枪兵	94	2	12	5	10	42255	49168	70481	19185	19185	2350	2350	2350	2350	2350	2350	hero/qiang.png	0		
142135	奉天骑兵	94	3	12	5	10	42255	43771	70481	22945	22945	2350	2350	2350	2350	2350	2350	hero/qi.png	0		
142145	奉天谋士	94	4	12	5	10	42255	49813	58534	17763	17763	2350	2350	2350	2350	2350	2350	hero/xunyu.png	0		
142155	甘夫人	94	5	12	5	10	42255	50189	58534	17575	17575	2350	2350	2350	2350	2350	2350	hero/zhangchunhua.png	0		
142215	奉天刀兵	94	1	12	5	10	42326	51151	87682	21296	20674	2350	2350	2350	2350	2350	2350	hero/dao.png	0		
142225	奉天枪兵	94	2	12	5	10	42326	49266	70481	19223	19223	2350	2350	2350	2350	2350	2350	hero/qiang.png	0		
142235	奉天骑兵	94	3	12	5	10	42326	43859	70481	22991	22991	2350	2350	2350	2350	2350	2350	hero/qi.png	0		
142245	奉天谋士	94	4	12	5	10	42326	49913	58534	17799	17799	2350	2350	2350	2350	2350	2350	hero/xunyu.png	0		
142255	奉天红颜	94	5	12	5	10	42326	50289	58534	17610	17610	2350	2350	2350	2350	2350	2350	hero/hongyan.png	0		
142315	奉天刀兵	94	1	12	5	10	42397	51253	87682	21338	20716	2350	2350	2350	2350	2350	2350	hero/dao.png	0		
142325	奉天枪兵	94	2	12	5	10	42397	49365	70481	19262	19262	2350	2350	2350	2350	2350	2350	hero/qiang.png	0		
142335	刘封	94	3	12	5	10	42397	43946	70481	23037	23037	2350	2350	2350	2350	2350	2350	hero/qi.png	0		
142345	奉天谋士	94	4	12	5	10	42397	50012	58534	17834	17834	2350	2350	2350	2350	2350	2350	hero/xunyu.png	0		
142355	奉天红颜	94	5	12	5	10	42397	50390	58534	17645	17645	2350	2350	2350	2350	2350	2350	hero/hongyan.png	0		
142415	奉天刀兵	94	1	12	5	10	42469	51355	87682	21381	20757	2350	2350	2350	2350	2350	2350	hero/dao.png	0		
142425	关平	94	2	12	5	10	42469	49463	70481	19300	19300	2350	2350	2350	2350	2350	2350	hero/dengai.png	0		
142435	奉天骑兵	94	3	12	5	10	42469	44034	70481	23083	23083	2350	2350	2350	2350	2350	2350	hero/qi.png	0		
142445	奉天谋士	94	4	12	5	10	42469	50112	58534	17870	17870	2350	2350	2350	2350	2350	2350	hero/xunyu.png	0		
142455	奉天红颜	94	5	12	5	10	42469	50490	58534	17680	17680	2350	2350	2350	2350	2350	2350	hero/hongyan.png	0		
142515	刘敏	94	1	12	5	10	42540	51457	87682	21423	20798	2350	2350	2350	2350	2350	2350	hero/qiang.png	0		
142525	奉天枪兵	94	2	12	5	10	42540	49561	70481	19338	19338	2350	2350	2350	2350	2350	2350	hero/qiang.png	0		
142535	奉天骑兵	94	3	12	5	10	42540	44121	70481	23129	23129	2350	2350	2350	2350	2350	2350	hero/qi.png	0		
142545	奉天谋士	94	4	12	5	10	42540	50212	58534	17905	17905	2350	2350	2350	2350	2350	2350	hero/xunyu.png	0		
142555	奉天红颜	94	5	12	5	10	42540	50591	58534	17716	17716	2350	2350	2350	2350	2350	2350	hero/hongyan.png	0		
143115	黑泽刀兵	95	1	12	5	10	44596	56169	89303	21591	20971	2375	2375	2375	2375	2375	2375	hero/dao.png	0		
143125	黑泽枪兵	95	2	12	5	10	44596	49964	71913	19501	19501	2375	2375	2375	2375	2375	2375	hero/qiang.png	0		
143135	黑泽骑兵	95	3	12	5	10	44596	44551	71913	23301	23301	2375	2375	2375	2375	2375	2375	hero/qi.png	0		
143145	关兴	95	4	12	5	10	44596	52531	59776	19311	19311	2375	2375	2375	2375	2375	2375	hero/xunyu.png	0		
143155	黑泽红颜	95	5	12	5	10	44596	52911	59776	19121	19121	2375	2375	2375	2375	2375	2375	hero/hongyan.png	0		
143215	张苞	95	1	12	5	10	44672	56281	89303	21634	21013	2375	2375	2375	2375	2375	2375	hero/dianwei.png	0		
143225	黑泽枪兵	95	2	12	5	10	44672	50064	71913	19540	19540	2375	2375	2375	2375	2375	2375	hero/qiang.png	0		
143235	黑泽骑兵	95	3	12	5	10	44672	44640	71913	23348	23348	2375	2375	2375	2375	2375	2375	hero/qi.png	0		
143245	黑泽谋士	95	4	12	5	10	44672	52636	59776	19350	19350	2375	2375	2375	2375	2375	2375	hero/xunyu.png	0		
143255	黑泽红颜	95	5	12	5	10	44672	53017	59776	19159	19159	2375	2375	2375	2375	2375	2375	hero/hongyan.png	0		
143315	黑泽刀兵	95	1	12	5	10	44747	56394	89303	21677	21055	2375	2375	2375	2375	2375	2375	hero/dao.png	0		
143325	黑泽枪兵	95	2	12	5	10	44747	50164	71913	19579	19579	2375	2375	2375	2375	2375	2375	hero/qiang.png	0		
143335	黑泽骑兵	95	3	12	5	10	44747	44729	71913	23394	23394	2375	2375	2375	2375	2375	2375	hero/qi.png	0		
143345	张翼	95	4	12	5	10	44747	52741	59776	19388	19388	2375	2375	2375	2375	2375	2375	hero/dao.png	0		
143355	黑泽红颜	95	5	12	5	10	44747	53123	59776	19197	19197	2375	2375	2375	2375	2375	2375	hero/hongyan.png	0		
143415	张嶷	95	1	12	5	10	44823	56506	89303	21721	21097	2375	2375	2375	2375	2375	2375	hero/sunjian.png	0		
143425	黑泽枪兵	95	2	12	5	10	44823	50264	71913	19618	19618	2375	2375	2375	2375	2375	2375	hero/qiang.png	0		
143435	黑泽骑兵	95	3	12	5	10	44823	44818	71913	23441	23441	2375	2375	2375	2375	2375	2375	hero/qi.png	0		
143445	黑泽谋士	95	4	12	5	10	44823	52846	59776	19427	19427	2375	2375	2375	2375	2375	2375	hero/xunyu.png	0		
143455	黑泽红颜	95	5	12	5	10	44823	53228	59776	19236	19236	2375	2375	2375	2375	2375	2375	hero/hongyan.png	0		
143515	黑泽刀兵	95	1	12	5	10	44898	56618	89303	21764	21139	2375	2375	2375	2375	2375	2375	hero/dao.png	0		
143525	黑泽枪兵	95	2	12	5	10	44898	50364	71913	19657	19657	2375	2375	2375	2375	2375	2375	hero/qiang.png	0		
143535	黑泽骑兵	95	3	12	5	10	44898	44907	71913	23487	23487	2375	2375	2375	2375	2375	2375	hero/qi.png	0		
143545	黑泽谋士	95	4	12	5	10	44898	52951	59776	19465	19465	2375	2375	2375	2375	2375	2375	hero/xunyu.png	0		
143555	黑泽红颜	95	5	12	5	10	44898	53334	59776	19274	19274	2375	2375	2375	2375	2375	2375	hero/hongyan.png	0		
144115	临城刀兵	96	1	12	5	10	45278	56934	90944	21936	21316	2400	2400	2400	2400	2400	2400	hero/dao.png	0		
144125	临城枪兵	96	2	12	5	10	45278	50773	73364	19824	19824	2400	2400	2400	2400	2400	2400	hero/qiang.png	0		
144135	临城骑兵	96	3	12	5	10	45278	45346	73364	23664	23664	2400	2400	2400	2400	2400	2400	hero/qi.png	0		
144145	临城谋士	96	4	12	5	10	45278	53410	61037	19632	19632	2400	2400	2400	2400	2400	2400	hero/xunyu.png	0		
144155	吴班	96	5	12	5	10	45278	53794	61037	19440	19440	2400	2400	2400	2400	2400	2400	hero/qiang.png	0		
144215	临城刀兵	96	1	12	5	10	45355	57048	90944	21980	21359	2400	2400	2400	2400	2400	2400	hero/dao.png	0		
144225	临城枪兵	96	2	12	5	10	45355	50875	73364	19864	19864	2400	2400	2400	2400	2400	2400	hero/qiang.png	0		
144235	临城骑兵	96	3	12	5	10	45355	45437	73364	23711	23711	2400	2400	2400	2400	2400	2400	hero/qi.png	0		
144245	临城谋士	96	4	12	5	10	45355	53517	61037	19671	19671	2400	2400	2400	2400	2400	2400	hero/xunyu.png	0		
144255	刘循	96	5	12	5	10	45355	53902	61037	19479	19479	2400	2400	2400	2400	2400	2400	hero/lingtong.png	0		
144315	临城刀兵	96	1	12	5	10	45432	57162	90944	22024	21401	2400	2400	2400	2400	2400	2400	hero/dao.png	0		
144325	临城枪兵	96	2	12	5	10	45432	50976	73364	19903	19903	2400	2400	2400	2400	2400	2400	hero/qiang.png	0		
144335	临城骑兵	96	3	12	5	10	45432	45527	73364	23759	23759	2400	2400	2400	2400	2400	2400	hero/qi.png	0		
144345	临城谋士	96	4	12	5	10	45432	53624	61037	19711	19711	2400	2400	2400	2400	2400	2400	hero/xunyu.png	0		
144355	诸葛瞻 　　	96	5	12	5	10	45432	54009	61037	19518	19518	2400	2400	2400	2400	2400	2400	hero/hongyan.png	0		
144415	临城刀兵	96	1	12	5	10	45508	57276	90944	22068	21444	2400	2400	2400	2400	2400	2400	hero/dao.png	0		
144425	临城枪兵	96	2	12	5	10	45508	51078	73364	19943	19943	2400	2400	2400	2400	2400	2400	hero/qiang.png	0		
144435	临城骑兵	96	3	12	5	10	45508	45618	73364	23806	23806	2400	2400	2400	2400	2400	2400	hero/pangtong.png	0		
144445	临城谋士	96	4	12	5	10	45508	53730	61037	19750	19750	2400	2400	2400	2400	2400	2400	hero/xunyu.png	0		
144455	临城红颜	96	5	12	5	10	45508	54117	61037	19557	19557	2400	2400	2400	2400	2400	2400	hero/hongyan.png	0		
144515	临城刀兵	96	1	12	5	10	45585	57389	90944	22111	21487	2400	2400	2400	2400	2400	2400	hero/dao.png	0		
144525	临城枪兵	96	2	12	5	10	45585	51179	73364	19983	19983	2400	2400	2400	2400	2400	2400	hero/qiang.png	0		
144535	临城骑兵	96	3	12	5	10	45585	45709	73364	23853	23853	2400	2400	2400	2400	2400	2400	hero/qi.png	0		
144545	临城谋士	96	4	12	5	10	45585	53837	61037	19789	19789	2400	2400	2400	2400	2400	2400	hero/xunyu.png	0		
144555	临城红颜	96	5	12	5	10	45585	54224	61037	19596	19596	2400	2400	2400	2400	2400	2400	hero/hongyan.png	0		
145015	临城刀兵	97	1	12	5	10	46283	58174	92611	22465	21840	2425	2425	2425	2425	2425	2425	hero/dao.png	0		
145025	临城枪兵	97	2	12	5	10	46283	52008	74841	20314	20314	2425	2425	2425	2425	2425	2425	hero/qiang.png	0		
145035	临城骑兵	97	3	12	5	10	46283	46525	74841	24225	24225	2425	2425	2425	2425	2425	2425	hero/qi.png	0		
145045	临城谋士	97	4	12	5	10	46283	54738	62324	20119	20119	2425	2425	2425	2425	2425	2425	hero/xunyu.png	0		
145055	临城红颜	97	5	12	5	10	46283	55130	62324	19923	19923	2425	2425	2425	2425	2425	2425	hero/hongyan.png	0		
151115	龙岭刀兵	98	1	15	5	10	46677	58503	94294	22645	22025	2450	2450	2450	2450	2450	2450	hero/dao.png	0		
151125	龙岭枪兵	98	2	15	5	10	46677	52430	76335	20489	20489	2450	2450	2450	2450	2450	2450	hero/qiang.png	0		
151135	龙岭骑兵	98	3	15	5	10	46677	46981	76335	24409	24409	2450	2450	2450	2450	2450	2450	hero/qi.png	0		
151145	法正	98	4	15	5	10	46677	55213	63628	20293	20293	2450	2450	2450	2450	2450	2450	hero/xunyu.png	0		
151155	龙岭红颜	98	5	15	5	10	46677	55605	63628	20097	20097	2450	2450	2450	2450	2450	2450	hero/hongyan.png	0		
151215	龙岭刀兵	98	1	15	5	10	46756	58620	94294	22690	22069	2450	2450	2450	2450	2450	2450	hero/dao.png	0		
151225	龙岭枪兵	98	2	15	5	10	46756	52535	76335	20530	20530	2450	2450	2450	2450	2450	2450	hero/qiang.png	0		
151235	龙岭骑兵	98	3	15	5	10	46756	47075	76335	24458	24458	2450	2450	2450	2450	2450	2450	hero/qi.png	0		
